customerID,ContractType,MonthlyCharges,TotalCharges,PaymentMethod,InternetService
C1123,Month-to-month,61.73,351.39,Electronic check,DSL
C2571,Month-to-month,27.0,1841.05,Bank transfer,None
C1477,One year,26.11,1750.67,Electronic check,DSL
C1026,Two year,114.46,5281.45,Electronic check,None
C0338,Month-to-month,94.52,4670.51,Electronic check,Fiber optic
C5247,Two year,104.06,4089.53,Mailed check,Fiber optic
C0678,One year,122.17,,Electronic check,Fiber optic
C0213,Two year,102.56,1596.33,Credit card,DSL
C3748,Month-to-month,96.15,1063.18,Mailed check,DSL
C4887,One year,92.13,4850.07,Mailed check,Fiber optic
C2773,Two year,48.44,2969.62,Bank transfer,Fiber optic
C3678,Two year,125.3,1479.48,Bank transfer,None
C0374,One year,79.62,1761.85,Electronic check,Fiber optic
C0390,Month-to-month,44.43,336.62,Credit card,Fiber optic
C5302,Month-to-month,43.08,1062.41,Electronic check,DSL
C0875,Month-to-month,109.68,69.7,Electronic check,Fiber optic
C1954,Month-to-month,47.52,2168.72,Electronic check,DSL
C2892,Month-to-month,24.56,179.89,Electronic check,Fiber optic
C5361,Month-to-month,67.13,788.79,Credit card,Fiber optic
C0927,One year,109.91,3716.24,Electronic check,Fiber optic
C5039,One year,65.59,2488.19,Electronic check,DSL
C2564,Month-to-month,108.39,918.97,Electronic check,Fiber optic
C4865,One year,110.99,132.07,Credit card,Fiber optic
C2133,Month-to-month,114.35,2528.86,Credit card,Fiber optic
C4643,Month-to-month,84.78,3193.97,Electronic check,Fiber optic
C1730,One year,96.94,,Electronic check,Fiber optic
C0542,Month-to-month,48.8,360.26,Electronic check,Fiber optic
C4485,One year,30.97,1472.91,Electronic check,DSL
C0291,Month-to-month,78.61,2785.94,Mailed check,Fiber optic
C4224,One year,21.16,880.92,Electronic check,Fiber optic
C4700,Month-to-month,71.23,313.09,Credit card,Fiber optic
C0366,Month-to-month,31.23,2240.87,Electronic check,Fiber optic
C2737,Month-to-month,31.93,85.82,Electronic check,None
C4543,One year,115.79,2340.73,Credit card,Fiber optic
C2276,Month-to-month,90.46,1727.29,Electronic check,None
C2918,Month-to-month,90.98,2091.37,Credit card,Fiber optic
C2535,Month-to-month,64.49,2984.68,Electronic check,DSL
C3198,Month-to-month,65.46,1203.37,Credit card,DSL
C1568,Month-to-month,53.34,3255.27,Credit card,Fiber optic
C0546,Month-to-month,67.78,4014.0,Credit card,Fiber optic
C0586,Two year,84.58,3348.34,Electronic check,DSL
C0281,Month-to-month,40.52,371.85,Mailed check,DSL
C0035,Month-to-month,48.79,2023.98,Bank transfer,DSL
C0673,Two year,74.42,2405.2,Credit card,DSL
C1803,Month-to-month,62.33,3534.33,Electronic check,None
C4052,One year,110.14,3519.7,Electronic check,None
C0873,Month-to-month,110.39,8423.54,Credit card,Fiber optic
C3954,Two year,56.96,,Bank transfer,DSL
C1687,Two year,69.59,3790.5,Credit card,DSL
C1813,Month-to-month,127.42,468.65,Electronic check,DSL
C4176,Month-to-month,111.02,6693.79,Electronic check,DSL
C2958,Month-to-month,43.72,2299.21,Electronic check,DSL
C3182,Two year,50.83,699.55,Electronic check,None
C2611,Month-to-month,29.18,836.49,Electronic check,None
C0505,Two year,94.56,5708.44,Mailed check,DSL
C2234,Two year,54.86,3751.59,Electronic check,DSL
C3541,Month-to-month,79.03,251.87,Electronic check,
C4359,One year,104.5,2438.23,Credit card,Fiber optic
C2242,Month-to-month,111.96,3699.44,Bank transfer,Fiber optic
C3509,Month-to-month,55.79,1367.6,Credit card,Fiber optic
C3946,Month-to-month,46.1,1136.82,Credit card,None
C1135,Month-to-month,113.34,1462.61,Electronic check,DSL
C4184,Month-to-month,61.94,2748.38,Bank transfer,DSL
C4606,Month-to-month,110.42,6341.46,Electronic check,DSL
C3769,One year,36.47,2461.09,Electronic check,DSL
C3342,One year,120.31,3159.07,Mailed check,Fiber optic
C4890,Two year,73.14,2587.71,Credit card,DSL
C3443,One year,38.71,2278.24,Credit card,Fiber optic
C2801,One year,78.86,,Electronic check,Fiber optic
C1605,Month-to-month,115.7,2876.33,Electronic check,Fiber optic
C3141,Month-to-month,62.83,990.77,Bank transfer,DSL
C4015,Month-to-month,39.59,2122.64,Electronic check,Fiber optic
C0112,Month-to-month,83.42,23.96,Credit card,DSL
C4032,One year,111.79,2450.54,Electronic check,None
C4401,One year,33.35,1474.82,Bank transfer,Fiber optic
C2582,Two year,24.55,941.26,Bank transfer,DSL
C3351,Month-to-month,26.19,768.18,Credit card,Fiber optic
C0491,One year,45.35,703.46,Electronic check,DSL
C2166,Two year,20.8,872.82,Electronic check,DSL
C0791,Month-to-month,67.15,307.11,Credit card,DSL
C4861,Month-to-month,96.75,3551.83,Electronic check,DSL
C4767,Two year,98.15,3446.58,Credit card,None
C1024,One year,90.04,1606.33,Electronic check,Fiber optic
C4132,One year,52.58,2769.43,Credit card,DSL
C1217,Two year,100.95,7481.08,Credit card,Fiber optic
C0146,One year,83.41,55.47,Credit card,Fiber optic
C1082,Month-to-month,114.73,8225.44,Bank transfer,DSL
C1821,Two year,72.58,1407.58,Electronic check,Fiber optic
C2874,Two year,39.82,726.46,Electronic check,
C0025,Month-to-month,89.81,1981.69,Bank transfer,DSL
C2022,Month-to-month,36.59,,Electronic check,Fiber optic
C3558,Month-to-month,125.95,6088.76,Electronic check,Fiber optic
C3268,Two year,97.36,6891.54,Electronic check,DSL
C0649,Month-to-month,103.2,2281.77,Electronic check,Fiber optic
C0271,Month-to-month,94.72,6271.64,Credit card,None
C5427,One year,30.73,991.13,Electronic check,
C5310,Month-to-month,71.18,1023.81,Mailed check,Fiber optic
C1719,Two year,91.66,5031.29,Electronic check,Fiber optic
C1165,Two year,45.23,1057.62,Electronic check,Fiber optic
C0862,Month-to-month,94.75,879.98,Electronic check,None
C4589,Month-to-month,110.19,3919.55,Bank transfer,DSL
C5380,Month-to-month,50.24,3339.87,Electronic check,Fiber optic
C1399,Month-to-month,41.96,2598.39,Electronic check,DSL
C3418,One year,117.15,6769.86,Electronic check,DSL
C1563,Month-to-month,20.57,124.78,Credit card,Fiber optic
C2946,Month-to-month,48.13,3462.29,Electronic check,Fiber optic
C4813,Month-to-month,64.74,1436.0,Electronic check,DSL
C4988,Month-to-month,93.95,1721.21,Mailed check,DSL
C3596,Month-to-month,129.68,8085.35,Electronic check,DSL
C2075,One year,60.79,3910.61,Electronic check,None
C1203,Month-to-month,124.37,8218.13,Electronic check,Fiber optic
C4268,Month-to-month,60.35,1168.38,Electronic check,Fiber optic
C0029,One year,96.51,3891.96,Electronic check,Fiber optic
C3839,Two year,38.19,1268.29,Electronic check,Fiber optic
C0442,Month-to-month,70.64,346.67,Credit card,None
C0082,Month-to-month,115.84,643.53,Electronic check,None
C1890,Month-to-month,55.2,541.65,Credit card,DSL
C0124,Month-to-month,31.57,529.39,Electronic check,Fiber optic
C1943,One year,77.5,3507.8,Mailed check,Fiber optic
C3068,Month-to-month,68.35,2951.49,Bank transfer,Fiber optic
C3206,One year,45.25,2646.77,Credit card,Fiber optic
C3597,Two year,119.62,7037.16,Credit card,DSL
C2764,One year,86.19,6579.38,Bank transfer,None
C3488,Month-to-month,58.19,1521.13,Credit card,DSL
C1460,Month-to-month,129.57,1700.74,Electronic check,Fiber optic
C3371,Month-to-month,35.13,1201.73,Electronic check,DSL
C3221,One year,113.27,1958.71,Credit card,Fiber optic
C0851,Month-to-month,45.37,1967.24,Electronic check,None
C2141,Month-to-month,46.35,,Credit card,Fiber optic
C1438,Month-to-month,74.8,66.81,Electronic check,Fiber optic
C4315,Month-to-month,92.81,2790.01,Bank transfer,DSL
C4630,One year,95.95,4974.9,Mailed check,Fiber optic
C4698,Two year,22.43,1392.99,Bank transfer,None
C1099,Two year,51.55,2847.97,Electronic check,None
C3838,One year,92.67,6124.75,Bank transfer,Fiber optic
C4521,Month-to-month,117.87,2204.7,Credit card,Fiber optic
C4062,Month-to-month,93.69,1845.39,Electronic check,DSL
C3439,Month-to-month,49.25,3013.95,Electronic check,Fiber optic
C3605,Month-to-month,75.86,5481.05,Bank transfer,Fiber optic
C3858,One year,91.23,4892.62,Electronic check,DSL
C2706,Two year,34.89,540.06,Bank transfer,None
C1048,One year,79.94,954.29,Credit card,Fiber optic
C4581,Two year,71.88,3463.97,Electronic check,Fiber optic
C5026,Month-to-month,57.03,38.18,Bank transfer,DSL
C1655,Month-to-month,88.59,3976.82,Electronic check,DSL
C0319,Two year,89.98,4693.3,Bank transfer,Fiber optic
C4646,One year,126.86,554.96,Electronic check,Fiber optic
C0670,Month-to-month,67.11,,Electronic check,Fiber optic
C2430,Month-to-month,78.44,31.14,Bank transfer,DSL
C3610,Month-to-month,37.33,160.81,Credit card,Fiber optic
C1300,Two year,80.32,96.8,Electronic check,Fiber optic
C1564,Month-to-month,23.97,1329.09,Credit card,Fiber optic
C1710,Month-to-month,36.49,1171.44,Electronic check,
C4091,One year,38.84,4.8,Bank transfer,Fiber optic
C1395,One year,89.59,6523.96,Electronic check,None
C4035,Month-to-month,82.4,5424.24,Bank transfer,Fiber optic
C0136,Month-to-month,107.78,1852.14,Credit card,Fiber optic
C2803,One year,71.08,1063.56,Electronic check,DSL
C1431,Month-to-month,72.23,4182.55,Mailed check,Fiber optic
C2206,Month-to-month,37.77,1785.85,Credit card,Fiber optic
C1495,Two year,101.7,660.18,Bank transfer,DSL
C1953,One year,20.4,510.05,Electronic check,Fiber optic
C2380,One year,66.74,1932.43,Credit card,Fiber optic
C4609,One year,40.72,2061.51,Electronic check,Fiber optic
C0119,Month-to-month,104.81,48.37,Electronic check,DSL
C0501,Two year,94.07,3108.73,Credit card,DSL
C0177,Two year,97.74,7224.9,Electronic check,None
C3899,One year,36.34,1531.99,Bank transfer,
C3950,One year,93.57,2537.9,Bank transfer,None
C4173,One year,96.0,3849.52,Bank transfer,Fiber optic
C0929,One year,20.29,1424.64,Electronic check,DSL
C4771,Month-to-month,54.94,1253.69,Credit card,
C4476,Month-to-month,29.6,2476.0,Electronic check,
C4529,Month-to-month,94.95,,Credit card,DSL
C0634,Month-to-month,43.33,,Credit card,None
C3394,Month-to-month,49.11,2035.35,Bank transfer,Fiber optic
C4047,Month-to-month,28.62,1127.15,Credit card,Fiber optic
C4360,One year,73.22,1085.11,Electronic check,None
C4701,Month-to-month,23.63,457.86,Electronic check,DSL
C5214,One year,113.02,5925.02,Electronic check,None
C5454,Month-to-month,22.9,8.81,Electronic check,Fiber optic
C0026,Month-to-month,26.78,468.35,Electronic check,Fiber optic
C2467,One year,90.44,2857.07,Bank transfer,DSL
C0282,Month-to-month,120.86,2041.36,Electronic check,Fiber optic
C2185,One year,118.13,8132.17,Credit card,None
C4278,One year,29.2,1686.63,Bank transfer,DSL
C5058,Month-to-month,51.73,2465.99,Electronic check,DSL
C3962,Month-to-month,77.31,3686.57,Credit card,
C4040,Month-to-month,22.93,11.07,Credit card,Fiber optic
C4545,One year,78.15,777.29,Credit card,DSL
C2354,One year,69.25,611.55,Credit card,Fiber optic
C1604,One year,84.73,4358.03,Bank transfer,None
C4911,Month-to-month,121.23,3417.86,Electronic check,DSL
C2115,Month-to-month,50.21,13.17,Electronic check,None
C0531,Month-to-month,90.3,672.43,Bank transfer,DSL
C0342,Month-to-month,67.28,1345.22,Electronic check,DSL
C0762,Month-to-month,67.86,2128.59,Credit card,DSL
C3667,Month-to-month,91.2,3057.85,Mailed check,Fiber optic
C4512,One year,124.65,837.75,Electronic check,None
C3657,Two year,114.93,9501.78,Electronic check,DSL
C4080,Month-to-month,90.35,3425.13,Electronic check,Fiber optic
C0551,Two year,70.77,2296.77,Credit card,DSL
C1502,One year,66.64,1649.85,Electronic check,DSL
C5003,Two year,106.58,489.63,Electronic check,None
C0242,Month-to-month,44.0,262.68,Electronic check,Fiber optic
C1580,Two year,84.64,1981.44,Electronic check,Fiber optic
C2350,Two year,75.54,4071.61,Bank transfer,Fiber optic
C0061,Two year,91.43,5293.27,Bank transfer,DSL
C0687,One year,40.62,2390.9,Bank transfer,DSL
C1653,Month-to-month,96.53,3120.7,Mailed check,Fiber optic
C4742,Month-to-month,88.97,104.99,Bank transfer,None
C2417,Two year,39.82,1569.88,Credit card,Fiber optic
C3475,Month-to-month,69.46,1735.88,Mailed check,Fiber optic
C0131,Month-to-month,94.65,6806.56,Electronic check,Fiber optic
C4234,Month-to-month,119.18,5117.72,Electronic check,None
C1459,One year,33.43,,Bank transfer,DSL
C4331,One year,20.96,296.16,Electronic check,DSL
C3108,Two year,38.17,937.94,Bank transfer,Fiber optic
C0158,Two year,128.82,7389.38,Credit card,None
C1930,Month-to-month,104.52,1777.32,Electronic check,Fiber optic
C3796,One year,87.58,2057.91,Credit card,Fiber optic
C1047,Month-to-month,34.63,2172.05,Electronic check,DSL
C3097,Month-to-month,65.77,4519.11,Electronic check,DSL
C0114,Two year,98.68,7510.44,Credit card,DSL
C2035,Month-to-month,118.55,5814.89,Electronic check,None
C3941,Month-to-month,62.0,554.92,Bank transfer,None
C1161,Month-to-month,129.97,9038.21,Bank transfer,Fiber optic
C3721,One year,35.37,856.72,Electronic check,DSL
C5369,Month-to-month,62.56,,Electronic check,None
C4072,Month-to-month,116.29,4661.3,Bank transfer,Fiber optic
C0523,Two year,91.49,6231.3,Bank transfer,DSL
C4841,Month-to-month,109.2,1566.19,Credit card,DSL
C3150,Month-to-month,119.86,7114.0,Credit card,Fiber optic
C3986,One year,75.8,3642.32,Electronic check,None
C2842,Two year,45.82,3154.97,Electronic check,Fiber optic
C2970,Two year,96.31,363.06,Credit card,DSL
C3737,Two year,81.98,968.22,Credit card,
C2730,Month-to-month,104.99,6610.21,Electronic check,DSL
C3800,Two year,76.29,491.98,Electronic check,
C3323,Month-to-month,109.22,2203.13,Bank transfer,DSL
C2856,Month-to-month,119.22,7544.27,Bank transfer,DSL
C0006,Month-to-month,102.45,5098.61,Bank transfer,Fiber optic
C0091,Two year,101.8,387.11,Credit card,DSL
C4550,Month-to-month,84.59,4308.19,Electronic check,DSL
C1768,Month-to-month,71.88,1845.18,Credit card,Fiber optic
C3727,Month-to-month,126.98,1488.13,Credit card,Fiber optic
C1952,Month-to-month,90.96,5258.59,Mailed check,Fiber optic
C3264,One year,112.44,2554.08,Mailed check,None
C4783,Month-to-month,75.59,4102.96,Bank transfer,Fiber optic
C4219,One year,81.03,5257.9,Electronic check,None
C0785,One year,92.92,3577.11,Bank transfer,
C3530,One year,100.14,8376.16,Credit card,Fiber optic
C3636,Two year,69.32,381.02,Electronic check,None
C1757,Month-to-month,59.19,1053.03,Electronic check,Fiber optic
C0073,Month-to-month,46.34,674.72,Mailed check,DSL
C1133,One year,66.6,1803.34,Electronic check,Fiber optic
C3203,Two year,43.24,2332.54,Electronic check,DSL
C3591,Month-to-month,65.84,,Mailed check,DSL
C1939,Two year,116.21,8215.22,Electronic check,Fiber optic
C1343,Month-to-month,127.48,5518.62,Electronic check,Fiber optic
C3149,Month-to-month,83.48,5610.64,Mailed check,DSL
C3722,Month-to-month,36.06,596.95,Electronic check,DSL
C0660,Month-to-month,67.03,199.43,Bank transfer,Fiber optic
C4770,Month-to-month,86.23,5625.54,Bank transfer,DSL
C0853,Month-to-month,60.78,1654.78,Credit card,DSL
C4893,Month-to-month,42.57,1155.31,Electronic check,DSL
C2308,Two year,44.95,685.99,Electronic check,Fiber optic
C5015,Month-to-month,72.13,313.21,Bank transfer,Fiber optic
C3128,Month-to-month,43.81,112.85,Electronic check,DSL
C5270,Two year,47.45,819.43,Electronic check,None
C3247,One year,116.04,4735.5,Electronic check,Fiber optic
C2300,One year,105.7,7179.96,Mailed check,Fiber optic
C5201,Two year,26.08,1045.7,Electronic check,DSL
C1029,Month-to-month,55.22,1136.8,Electronic check,Fiber optic
C1379,Month-to-month,78.51,2431.13,Electronic check,Fiber optic
C2993,Month-to-month,26.67,1231.35,Bank transfer,DSL
C3205,One year,95.15,152.46,Electronic check,Fiber optic
C0458,Two year,62.29,849.65,Bank transfer,Fiber optic
C3500,Month-to-month,63.69,621.16,Credit card,Fiber optic
C1057,Month-to-month,49.19,888.58,Electronic check,DSL
C5301,Month-to-month,56.73,1919.15,Electronic check,DSL
C0822,One year,114.79,6855.96,Electronic check,DSL
C4727,Month-to-month,106.75,,Electronic check,None
C5350,Two year,122.93,4996.66,Credit card,DSL
C0953,Two year,96.89,5614.53,Electronic check,Fiber optic
C1774,One year,83.57,921.39,Credit card,None
C0579,Two year,48.52,1399.27,Credit card,None
C3652,Month-to-month,93.35,2857.15,Electronic check,Fiber optic
C4122,Two year,119.68,3090.95,Credit card,Fiber optic
C0637,One year,27.61,491.57,Electronic check,
C4827,Month-to-month,68.74,,Credit card,None
C4956,Month-to-month,36.43,1243.86,Electronic check,DSL
C4373,Month-to-month,109.17,1457.81,Electronic check,Fiber optic
C0936,One year,87.55,1165.0,Electronic check,Fiber optic
C0017,Two year,116.76,315.61,Electronic check,
C3295,One year,26.94,773.05,Mailed check,Fiber optic
C3034,One year,119.63,1313.3,Electronic check,DSL
C2443,Month-to-month,27.39,877.51,Credit card,
C3795,One year,51.64,1519.93,Mailed check,Fiber optic
C1607,One year,37.18,,Electronic check,DSL
C4792,Month-to-month,35.99,32.34,Bank transfer,DSL
C1515,Two year,38.88,,Bank transfer,None
C1276,Month-to-month,72.82,5445.84,Credit card,DSL
C4696,One year,106.28,1279.92,Electronic check,DSL
C4779,Month-to-month,118.81,3832.99,Electronic check,DSL
C0755,Two year,82.36,2635.98,Electronic check,
C5040,Month-to-month,37.35,1901.22,Credit card,None
C4020,Month-to-month,28.71,3.68,Electronic check,DSL
C3225,Month-to-month,74.35,,Credit card,Fiber optic
C1590,Month-to-month,104.19,61.19,Electronic check,Fiber optic
C4564,Month-to-month,88.22,5597.94,Credit card,Fiber optic
C3507,Month-to-month,84.11,6161.03,Credit card,Fiber optic
C2510,Two year,25.3,858.87,Electronic check,Fiber optic
C3337,Month-to-month,65.27,3555.27,Electronic check,None
C3415,One year,80.54,2361.45,Credit card,None
C3464,Two year,85.81,,Mailed check,None
C4034,One year,20.53,12.93,Credit card,Fiber optic
C4998,Month-to-month,41.95,,Credit card,Fiber optic
C5460,Month-to-month,124.48,3129.56,Bank transfer,DSL
C5269,Month-to-month,75.95,1414.25,Electronic check,DSL
C0478,Month-to-month,97.4,6201.3,Credit card,Fiber optic
C1110,Month-to-month,53.9,2283.18,Electronic check,Fiber optic
C3710,One year,84.39,2306.08,Bank transfer,DSL
C1303,Month-to-month,59.21,800.57,Bank transfer,DSL
C3697,Month-to-month,52.67,1672.26,Mailed check,Fiber optic
C1421,Month-to-month,65.25,4947.87,Mailed check,DSL
C0020,One year,70.58,,Electronic check,Fiber optic
C4984,Two year,56.43,2934.5,Bank transfer,Fiber optic
C3383,Two year,48.38,1805.11,Credit card,None
C4295,One year,88.62,3369.46,Bank transfer,Fiber optic
C1347,Month-to-month,61.88,,Electronic check,DSL
C2704,One year,42.2,2293.96,Electronic check,DSL
C3563,One year,103.42,,Electronic check,DSL
C4194,Month-to-month,99.61,456.73,Credit card,DSL
C4748,One year,117.55,8507.54,Electronic check,Fiber optic
C0630,Month-to-month,81.05,2749.23,Bank transfer,Fiber optic
C3296,Two year,50.74,,Electronic check,Fiber optic
C3554,Month-to-month,115.01,8399.54,Electronic check,Fiber optic
C5124,Month-to-month,50.83,,Electronic check,Fiber optic
C0488,Month-to-month,92.12,6482.95,Bank transfer,None
C2193,One year,40.94,1238.87,Credit card,Fiber optic
C1008,Month-to-month,89.21,3182.75,Electronic check,DSL
C0123,Month-to-month,112.49,6658.78,Electronic check,Fiber optic
C0292,One year,79.39,,Bank transfer,DSL
C2506,One year,71.8,897.28,Mailed check,Fiber optic
C4356,Month-to-month,129.28,3042.27,Bank transfer,DSL
C4801,Month-to-month,22.47,999.95,Credit card,Fiber optic
C2858,One year,56.49,388.46,Mailed check,DSL
C5293,One year,121.05,4918.89,Credit card,DSL
C1732,Two year,90.69,3104.21,Mailed check,DSL
